domain,category,other_category,company_size,email_provider,website,confidence
inbox.lv,Technology and Software Development,,50 to 100,Yes,unreachable,100
teamsquared.io,Professional Services,Pet Services,50 to 100,No,much_info,95
seven.sx,Professional Services,Venture Studio,1 to 5,No,little_info,60
acmglobalmusic.com,Professional Services,Entertainment,1 to 5,No,much_info,95
hakunamatatatech.com,Technology and Software Development,,200 to 500,No,much_info,95
hiring42.com,Professional Services,Recruitment,1 to 5,No,little_info,60
digitalvision.health,Marketing and Advertising,,5 to 20,No,much_info,95
inniches.com,Professional Services,Venture Studios & Investment Research,5 to 20,No,much_info,95
motorbees.com,E-commerce and Retail,,1 to 5,No,much_info,95
omniairlineservices.com,Logistics and Transportation,,5 to 20,No,much_info,95
salesscreen.com,Technology and Software Development,,50 to 100,No,much_info,95
rank.id,Technology and Software Development,,50 to 100,No,much_info,95
re-taxexperts.com,Professional Services,,1 to 5,No,much_info,95
stage.community,Technology and Software Development,,5 to 20,No,much_info,95
beaubrummellintroductions.com,Professional Services,Matchmaking Agency,5 to 20,No,much_info,95
mjleckiecarpentry.com.au,Professional Services,Construction Services,1 to 5,No,much_info,95
cvtoolspro.com,Professional Services,,1 to 5,No,much_info,95
nordicsalesacademy.se,Professional Services,,1 to 5,No,much_info,95
vavlis.gr,Professional Services,,1 to 5,No,little_info,50
82marketing.com,Marketing and Advertising,,5 to 20,No,much_info,95
pointarc.com.au,Professional Services,,1 to 5,No,unreachable,95
solarstone.com,Manufacturing and Industrial,,50 to 100,No,much_info,95
netshops.me,Other,Domain Parking,solo,No,no_info,95
tardigrade.tech,Professional Services,Security Services,1 to 5,No,much_info,95
brabant.com.au,Other,,solo,No,unreachable,10
dermagaindonesia.co.id,Healthcare,,1 to 5,No,unreachable,95
elitemarketingsolutionsnc.com,Marketing and Advertising,,1 to 5,No,much_info,95
falconersearchgroup.com,Professional Services,,1 to 5,No,much_info,95
manasports.com,E-commerce and Retail,,5 to 20,No,much_info,95
preferabli.com,Technology and Software Development,,1 to 5,No,much_info,95
safefootpaths.com.au,Professional Services,,1 to 5,No,much_info,95
schoolwatch.co.uk,Professional Services,,5 to 20,No,much_info,95
upcycle4better.com,Manufacturing and Industrial,Textile Recycling and Sustainability,20 to 50,No,much_info,95
spadeai.co,Technology and Software Development,,1 to 5,No,much_info,95
theexpeditioncollective.com,Professional Services,Travel Agency,1 to 5,No,much_info,95
thevirtualpro.co,Professional Services,,solo,No,little_info,75
alisttravelandtours.com,Other,Travel Agency,1 to 5,No,much_info,95
consensys.net,Technology and Software Development,,500+,No,much_info,100
l14investments.com,Financial Service,,1 to 5,No,unreachable,50
krysalismarketing.com,Marketing and Advertising,,5 to 20,No,much_info,95
lazorewka.com,Other,,solo,No,unreachable,10
prepzee.com,Education and e-learning,,50 to 100,No,much_info,95
smoothops.info,Technology and Software Development,,1 to 5,No,little_info,50
isocwa.com.au,Professional Services,,1 to 5,No,much_info,95
sveaverken.com,Manufacturing and Industrial,,50 to 100,No,much_info,95
axisdesigners.com,Professional Services,"Exhibition, Architecture, and Interior Design",50 to 100,No,much_info,95
uts.edu.au,Education and e-learning,,500+,No,much_info,100
countertopia.com,Manufacturing and Industrial,,50 to 100,No,much_info,95
sensorstudios.com.au,Marketing and Advertising,,1 to 5,No,much_info,95
petitparisclothing.com,E-commerce and Retail,,1 to 5,No,much_info,95
regent-property.com,Real Estate and Property Management,,50 to 100,No,much_info,95
digitalbookservices.com,Other,Cleaning Services,1 to 5,No,little_info,50
anlo.co.za,Professional Services,,5 to 20,No,much_info,95
justsproutmarketing.com,Marketing and Advertising,,solo,No,little_info,75
myhomeelements.com,E-commerce and Retail,,1 to 5,No,much_info,95
bezonet.com,Technology and Software Development,,5 to 20,No,unreachable,50
ipvm.com,Professional Services,,50 to 100,No,much_info,95
tothenew.com,Technology and Software Development,,500+,No,much_info,95
disent.com,Technology and Software Development,,1 to 5,No,little_info,60
ghimports.com.au,Marketing and Advertising,Promotional Products and Merchandise,5 to 20,No,much_info,95
statementsocialmedia.com,Marketing and Advertising,,1 to 5,No,much_info,95
sxmtaxi.com,Logistics and Transportation,,1 to 5,No,much_info,95
trimsnest.com,Technology and Software Development,,1 to 5,No,unreachable,95
fcb.ai,Technology and Software Development,,20 to 50,No,much_info,95
mdcplus.fi,Manufacturing and Industrial,,5 to 20,No,much_info,95
agintermediaries.com,Professional Services,,50 to 100,No,unreachable,50
alliehealth.com,Healthcare,,5 to 20,No,much_info,95
axlnexus.com,Professional Services,,1 to 5,No,little_info,65
inviva.tech,Technology and Software Development,,1 to 5,No,unreachable,80
prominencevisaservices.com,Professional Services,Immigration Services,5 to 20,No,much_info,95
techgropse.com,Technology and Software Development,,50 to 100,No,much_info,95
ulixdigital.com,Technology and Software Development,,5 to 20,No,much_info,95
smartenspaces.com,Technology and Software Development,,20 to 50,No,little_info,75
netscribes.com,Professional Services,,200 to 500,No,much_info,95
grocliq.com,Marketing and Advertising,,20 to 50,No,much_info,95
creaova.com,Professional Services,,1 to 5,No,much_info,95
cradlegold.com,Technology and Software Development,,solo,No,unreachable,10
axisseeddirect.com,Manufacturing and Industrial,,20 to 50,No,much_info,95
souvence.com,E-commerce and Retail,,5 to 20,No,much_info,95
amolatinapartner.com,Other,Under Construction,solo,No,no_info,95
upstart-loan.com,Financial Service,,500+,No,much_info,95
ajq.com.au,Professional Services,,100 to 200,No,much_info,95
siemensgamesa.com,Manufacturing and Industrial,,500+,No,much_info,95
rocketmail.com,Technology and Software Development,,500+,Yes,much_info,100
constructestimates.services,Professional Services,,1 to 5,No,much_info,95
squaremeters.digital,Marketing and Advertising,,1 to 5,No,much_info,95
persona.team,Professional Services,,50 to 100,No,much_info,95
condos.property,Real Estate and Property Management,,1 to 5,No,unreachable,60
goemail.fr,Technology and Software Development,,20 to 50,Yes,much_info,95
coaio.com,Technology and Software Development,,50 to 100,No,much_info,95
brandvm.com,Marketing and Advertising,,5 to 20,No,much_info,95
ninjatech.ai,Technology and Software Development,,5 to 20,No,much_info,95
amazon.com,E-commerce and Retail,,500+,No,much_info,100
skythletics.com,Other,Sports Apparel and Equipment,1 to 5,No,unreachable,50
urbankombucha.ch,E-commerce and Retail,,1 to 5,No,much_info,95
blueoceansocial.co.uk,Marketing and Advertising,,1 to 5,No,much_info,95
keylimeinteractive.com,Professional Services,,50 to 100,No,much_info,95
scrobits.com,Technology and Software Development,,50 to 100,No,much_info,95
expertscommunication.net,Technology and Software Development,,50 to 100,No,much_info,95
4squaresol.com,Professional Services,,1 to 5,No,no_info,50
thetrustedhandymanllc.com,Professional Services,,solo,No,little_info,60
4dev.com,Financial Service,,50 to 100,No,much_info,95
pic-plast.com,Manufacturing and Industrial,,50 to 100,No,much_info,95
secondrenaissance.com,Financial Service,,1 to 5,No,much_info,95
inbox.eu,Technology and Software Development,,50 to 100,Yes,much_info,95
anrbg.com,Marketing and Advertising,,1 to 5,No,much_info,95
greentern.co,Technology and Software Development,,1 to 5,No,much_info,95
spvibes.com,Professional Services,,20 to 50,No,much_info,95
networknuts.net,Education and e-learning,,50 to 100,No,much_info,95
visionbrain.io,Technology and Software Development,,20 to 50,No,much_info,95
eamaac.com,Professional Services,,1 to 5,No,little_info,75
redraven.tech,Technology and Software Development,,1 to 5,No,little_info,60
techbrivo.com,Technology and Software Development,,1 to 5,No,no_info,40
eurasiaglobal.uk,Professional Services,,50 to 100,No,much_info,95
parashstones.com,Manufacturing and Industrial,,20 to 50,No,much_info,95
skyaide.ai,Technology and Software Development,,1 to 5,No,unreachable,95
futuresunwalled.com,Other,Non-profit,1 to 5,No,little_info,75
lilbouttique.com,E-commerce and Retail,,1 to 5,No,little_info,75
ddisruptors.com,Marketing and Advertising,,1 to 5,No,much_info,95
tasmanmarketing.com,Marketing and Advertising,,5 to 20,No,much_info,95
onargon.com,Technology and Software Development,,50 to 100,No,unreachable,40
roilift.com,Manufacturing and Industrial,,20 to 50,No,unreachable,60
classiquesecurity.com.au,Professional Services,Security Services,5 to 20,No,much_info,95
bonanzagt.com,E-commerce and Retail,,500+,No,much_info,95
choco.global,Technology and Software Development,,50 to 100,No,much_info,95
propertyentrepreneursnetwork.com,Real Estate and Property Management,,5 to 20,No,much_info,95
classiccraftdental.com,Healthcare,,50 to 100,No,much_info,95
zooz-tech.co.il,Technology and Software Development,,5 to 20,No,much_info,95
spectrumsisters.com,Healthcare,,1 to 5,No,much_info,95
profitscience.ca,Professional Services,,5 to 20,No,much_info,95
sebenzaonline.com,Technology and Software Development,,5 to 20,No,much_info,95
toloka.ai,Technology and Software Development,,500+,No,much_info,95
angelusad.agency,Marketing and Advertising,,solo,No,no_info,40
getcrux.ai,Marketing and Advertising,,5 to 20,No,much_info,95
trigousa.com,Professional Services,,5 to 20,No,little_info,75
atlantic.net,Technology and Software Development,,200 to 500,No,much_info,95
groupnitro.com,Technology and Software Development,,20 to 50,No,much_info,95
polished-punk.com,E-commerce and Retail,,1 to 5,No,much_info,95
atsracing.net,E-commerce and Retail,Automotive Services,5 to 20,No,much_info,95
davescorvettesales.com,E-commerce and Retail,,1 to 5,No,no_info,50
onlyyesterdayclassicsautos.com,E-commerce and Retail,,1 to 5,No,unreachable,40
clickheat.us,Technology and Software Development,,solo,No,unreachable,10
srmtechsol.com,Technology and Software Development,,50 to 100,No,much_info,95
blockchain-council.org,Education and e-learning,,20 to 50,No,unreachable,70
scoopfree.co.il,E-commerce and Retail,Pet Supplies,solo,No,much_info,95
growthethics.xyz,Professional Services,,1 to 5,No,unreachable,40
appliedarts.in,Education and e-learning,,5 to 20,No,much_info,95
zaggotravel.com,Professional Services,Travel Agency,solo,No,no_info,60
22diamonds.tech,Technology and Software Development,,50 to 100,No,much_info,95
goldenunityllc.com,Professional Services,,solo,No,little_info,75
latisglobal.net,Technology and Software Development,,1 to 5,No,no_info,40
selcoenterprises.com,Other,Industrial Equipment and Supplies,50 to 100,No,much_info,95
surelia.info,Technology and Software Development,,20 to 50,No,much_info,95
agsspartners.com,Professional Services,,solo,No,much_info,95
transmitvisaservices.com,Professional Services,Immigration Services,5 to 20,No,much_info,95
aymcasting.com,Other,Casting and Talent Agency,1 to 5,No,little_info,65
basalanalytics.com,Technology and Software Development,,20 to 50,No,much_info,95
digitalxb.com,Technology and Software Development,,1 to 5,No,unreachable,50
teknobit.com,Technology and Software Development,,50 to 100,No,much_info,95
aiforlife.ai,Technology and Software Development,,5 to 20,No,much_info,95
modulaire.ch,E-commerce and Retail,,5 to 20,No,much_info,95
corpswing.co.uk,Technology and Software Development,,20 to 50,No,much_info,95
azybusiness.com,Professional Services,,1 to 5,No,unreachable,50
globalcareerconnect.org,Professional Services,,1 to 5,No,unreachable,50
energyprojectsaustralia.com.au,Professional Services,,20 to 50,No,much_info,95
fc-galaxy.com,Education and e-learning,,5 to 20,No,much_info,95
oristadmarketingeurope.com,Marketing and Advertising,,1 to 5,No,unreachable,50
keasonwest.com,Professional Services,,solo,No,little_info,50
ekam.au,Technology and Software Development,,solo,No,no_info,30
schilling-stark.de,Logistics and Transportation,,1 to 5,No,much_info,95
bancocommerce.com,Financial Service,,20 to 50,No,unreachable,75
armchairbarista.com,E-commerce and Retail,,1 to 5,No,much_info,95
codeenginestudio.com,Technology and Software Development,,50 to 100,No,much_info,95
edpmerchants.com,Other,,1 to 5,No,little_info,40
lakespods.com,Other,,solo,No,unreachable,0
loadzy.ai,Logistics and Transportation,,20 to 50,No,much_info,95
sendrato.com.au,Technology and Software Development,,5 to 20,No,much_info,95
int.pl,Technology and Software Development,,20 to 50,Yes,little_info,80
nocodebusinesssystems.com,Technology and Software Development,,1 to 5,No,unreachable,70
dulwichnewtown.com,Other,Sports Club,5 to 20,No,much_info,95
stitchers.ai,Technology and Software Development,,5 to 20,No,much_info,95
shure.com,Manufacturing and Industrial,,500+,No,much_info,100
revolnixx.com,Technology and Software Development,,50 to 100,No,much_info,95
qidiancommerce.com,E-commerce and Retail,,1 to 5,No,unreachable,50
ualberta.ca,Education and e-learning,,500+,No,much_info,100
proton.me,Technology and Software Development,,500+,Yes,much_info,100
bryce.ie,Professional Services,,1 to 5,No,unreachable,50
salesforce.com,Technology and Software Development,,500+,No,much_info,100
itonomi.com,Technology and Software Development,,1 to 5,No,little_info,60
atomicmail.io,Technology and Software Development,,1 to 5,Yes,much_info,95
sendapp.uk,Technology and Software Development,,solo,Yes,no_info,80
haren.uk,Technology and Software Development,,solo,Yes,little_info,50
abv.bg,Technology and Software Development,,500+,Yes,much_info,95
szabist.pk,Education and e-learning,,500+,No,much_info,95
bemoss.eu,E-commerce and Retail,,1 to 5,No,much_info,95
benheath.me,Technology and Software Development,,solo,No,much_info,95
craftybusiness.cloud,Technology and Software Development,,1 to 5,No,much_info,95
fastfreightdispatch.com,Logistics and Transportation,,1 to 5,No,much_info,95
maxisci.com,Manufacturing and Industrial,,20 to 50,No,much_info,95
nubosearch.com,Professional Services,,5 to 20,No,much_info,95
royceregroup.com,Real Estate and Property Management,,1 to 5,No,much_info,95
unplugged.rest,Other,Restaurant,1 to 5,No,unreachable,50
whisper-organics.com,E-commerce and Retail,,1 to 5,No,much_info,95
bijohsonmarketing.com,Marketing and Advertising,,solo,No,little_info,50
pitchdeckcreators.com,Professional Services,,5 to 20,No,much_info,95
argyle.hk,Technology and Software Development,,20 to 50,No,unreachable,60
patoey.com,Professional Services,,1 to 5,No,little_info,65
seductiongurus.com,Marketing and Advertising,,1 to 5,No,much_info,95
rezato.com,Technology and Software Development,,1 to 5,No,unreachable,30
parisconsierge.fr,Professional Services,Home Services,1 to 5,No,unreachable,70
samandcolby.com,Other,Entertainment Attractions,1 to 5,No,much_info,95
enterprise-strategy.org,Professional Services,,solo,No,little_info,65
