domain,country,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
enterapiaonline.com,Argentina,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
startmage.io,Netherlands,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
cofabinvestments.com,Canada,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
dynamicwebeurope.com,Italy,Technology and Software Development,1 to 5,No,75,N/A,little_info,reachable,200
jktech-collabs.com,United States,Technology and Software Development,1 to 5,No,60,N/A,no_info,reachable,200
bodyfit.com.au,Australia,Other,50 to 100,No,95,Health and Fitness,much_info,reachable,200
theghori.com,United Arab Emirates,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
eduservlondon.co.uk,United Kingdom,Education and e-learning,1 to 5,No,75,N/A,unreachable,unreachable,404
myconsultingoffer.org,USA,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
qurator.pro,United Arab Emirates,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
astroselling.com,Uruguay,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
sbp-romania.com,Romania,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
interia.com,Poland,Technology and Software Development,500+,No,10,N/A,unreachable,unreachable,200
tutamail.com,United Kingdom,Technology and Software Development,50 to 100,Yes,95,N/A,much_info,reachable,200
babygol.store,United States,E-commerce and Retail,solo,No,50,N/A,no_info,reachable,200
immeublesnotredame.com,Canada,Real Estate and Property Management,5 to 20,No,95,N/A,much_info,reachable,200
the3digital.com,Malaysia,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
questlogic.com,Belarus,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
pm.me,United States,Technology and Software Development,500+,Yes,100,N/A,much_info,reachable,200
nomadessence.com,Philippines,Professional Services,5 to 20,No,95,Architecture and Design,much_info,reachable,200
signal-master.org,Germany,Other,solo,No,45,N/A,no_info,reachable,200
immobiliareforte.it,Italy,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
markom-bs.com,Togo,Professional Services,1 to 5,No,75,N/A,unreachable,unreachable,404
morternz.com,Australia,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
arizona.edu,United States,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
nexbhullah.com,Pakistan,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
pine-apple.io,Jamaica,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
giakaacapital.com,India,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
gatech.edu,United States,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
tom-projects.com,Turkey,Real Estate and Property Management,50 to 100,No,95,Agriculture Investment and Agrofood Export,much_info,reachable,200
streamlinerz.com,Egypt,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
worldwideholidaysltd.com,Australia,Other,5 to 20,No,70,Travel Agency,unreachable,unreachable,Connection Error
fantasystudios.ai,United States,Technology and Software Development,1 to 5,No,75,N/A,little_info,reachable,200
somakanti.com,India,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
unleashiacosmetics.com,"Korea, Republic Of",E-commerce and Retail,20 to 50,No,95,N/A,much_info,reachable,200
liolex.com,United States,Technology and Software Development,solo,No,20,N/A,unreachable,unreachable,Connection Error
blazondisplays.com.au,Australia,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
contentcognition.net,,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
startmail.com,,Technology and Software Development,20 to 50,Yes,95,N/A,much_info,reachable,200
muma.com.br,Brazil,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
heliosfinancialgroup.com,Pakistan,Professional Services,20 to 50,No,95,Financial Consulting,much_info,reachable,200
agentyug.com,India,Technology and Software Development,5 to 20,No,75,N/A,little_info,reachable,200
nexxusgroup.ca,Canada,Real Estate and Property Management,5 to 20,No,95,N/A,much_info,reachable,200
skywebltd.uk,India,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
sedric.ai,Poland,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
anexasconsulting.com,India,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
ecoviewusa.com,Philippines,Other,1 to 5,No,50,Window Tinting and Film,unreachable,unreachable,403
k5mortgage.com,Canada,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
kelma.io,Egypt,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
oasisconsulting.biz,United States,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
redmondsigns.com,Ireland,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
statesside.com,United Arab Emirates,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
swankypros.com,United States,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
taiki.online,United States,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
omnigpt.co,Thailand,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
alselli.co.id,United States,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
prestine-pianos.co.uk,United Kingdom,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
albertosardinas.com,United States,Professional Services,solo,No,95,N/A,much_info,reachable,200
consultantssc.co.site,United States,Professional Services,solo,No,10,N/A,unreachable,unreachable,404
rwrite.org,Australia,Technology and Software Development,solo,No,50,N/A,little_info,reachable,200
enigmasoftware.com,United States,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
orchard.co,Philippines,Technology and Software Development,50 to 100,No,50,N/A,little_info,reachable,200
visahub.io,Colombia,Professional Services,1 to 5,No,95,Immigration Services,much_info,reachable,200
filesaved.org,United States,Technology and Software Development,solo,No,20,N/A,unreachable,unreachable,Connection Error
hey.com,,Technology and Software Development,50 to 100,Yes,95,N/A,much_info,reachable,200
expertallies.com,Bulgaria,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
haloai.tech,Brazil,Technology and Software Development,1 to 5,No,10,N/A,unreachable,unreachable,404
bhpaymentsconsultancy.com,Turkey,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,404
bsbtransport.com.au,Australia,Logistics and Transportation,5 to 20,No,75,N/A,unreachable,unreachable,SSL Error
stoneagetools.com,United States,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
alexl.uk,Hong Kong,Other,solo,No,95,Personal Blog,much_info,reachable,200
all-in-one-agentur.com,Switzerland,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
arbgamingllc.com,Canada,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
arihantwebtech.ca,India,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
bluemotiongroup.co.za,South Africa,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
invictexdigital.com,United Kingdom,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,404
it-pp.co.uk,UK,Professional Services,5 to 20,No,90,IT Procurement and Supply Chain Management,much_info,reachable,200
letsumai.com,Malaysia,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
mailotrucking.com,India,Logistics and Transportation,1 to 5,No,95,N/A,much_info,reachable,200
makeitautomatic.com,United States,Technology and Software Development,solo,No,60,N/A,little_info,reachable,200
orderitai.com,United Kingdom,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
pitchly.se,Sweden,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
platformoutsourcing.com.au,Australia,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
playerstoday.net,Philippines,Other,solo,No,20,N/A,unreachable,unreachable,404
tollemarketing.com,Serbia,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
webycorp.com,United States,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,SSL Error
lne-electric.com,United States,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
qualifast.bg,Bulgaria,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
rosenqvist.ltd,Spain,Professional Services,solo,No,50,N/A,little_info,reachable,200
sunscout.co.nz,Australia,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
imt.org,United States,Other,50 to 100,No,95,Non-profit,much_info,reachable,200
binarymigration.io,Georgia,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
tftc.dev,Ukraine,Technology and Software Development,5 to 20,No,40,N/A,unreachable,unreachable,Connection Error
outsourcintel.info,United Kingdom,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
nq.mozmail.com,United States,Technology and Software Development,500+,Yes,100,N/A,unreachable,unreachable,Connection Error
adunacapital.com,United States,Financial Service,1 to 5,No,95,N/A,much_info,reachable,200
thefitvelocity.com,United States,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
fanova.io,United States,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
egalaxyshop.com,United States,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
hoola.media,Malaysia,Marketing and Advertising,1 to 5,No,75,N/A,little_info,reachable,200
space.id,Portugal,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
almigration.com,Singapore,Professional Services,1 to 5,No,95,Immigration and Visa Services,much_info,reachable,200
aliguler.com.tr,Turkey,Professional Services,5 to 20,No,60,N/A,little_info,reachable,200
medireport.fr,France,Healthcare,50 to 100,No,95,N/A,much_info,reachable,200
mailfence.com,United Kingdom,Technology and Software Development,20 to 50,Yes,95,N/A,much_info,reachable,200
nhpcorp.com,United States,Manufacturing and Industrial,50 to 100,No,75,N/A,unreachable,unreachable,Connection Error
vintagenoveltshirt.com,United States,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
people-tree.com,India,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
akf-usa.org,United States,Other,500+,No,95,Non-profit,much_info,reachable,200
breakthroughsushi.com,United States,Other,1 to 5,No,95,Event Services and Culinary Experience,much_info,reachable,200
sonatus.com,Philippines,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
phantom777.biz,India,Other,1 to 5,No,60,Gambling/Online Casino,little_info,reachable,200
dragin.io,United States,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
ae.andersen.com,United Arab Emirates,Professional Services,500+,No,95,N/A,much_info,reachable,200
wello2.com,Cyprus,Healthcare,50 to 100,No,95,N/A,much_info,reachable,200
waverez.com,,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
stanwith.me,Bosnia & Herzegovina,E-commerce and Retail,solo,No,60,N/A,little_info,reachable,200
posteo.com,United States,Technology and Software Development,5 to 20,Yes,95,N/A,much_info,reachable,200
auraswing.com,Qatar,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
primewaveconsulting.com,Finland,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
saidani-engineering.com,Germany,Technology and Software Development,solo,No,95,N/A,much_info,reachable,200
sirstack.com,Thailand,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
learncity.co.uk,United Kingdom,Education and e-learning,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
paylessenergy.net.au,Australia,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
stocks-engineer.com,Israel,Technology and Software Development,solo,No,75,N/A,unreachable,unreachable,404
trmlabs.com,United States,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
agricomimpex.com,India,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
nutridayfood.com,United Arab Emirates,E-commerce and Retail,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
spacefalcon.com,Viet Nam,Technology and Software Development,50 to 100,No,75,N/A,unreachable,unreachable,409
grunuss.com,Germany,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,403
devbunch.com,Pakistan,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
doshiengineering.com,India,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
inbox.lv,United States,Technology and Software Development,50 to 100,Yes,100,N/A,unreachable,unreachable,403
teamsquared.io,Sri Lanka,Professional Services,50 to 100,No,95,Legal Services,much_info,reachable,200
seven.sx,United States,Professional Services,1 to 5,No,60,Venture Studio,little_info,reachable,200
acmglobalmusic.com,Spain,Professional Services,1 to 5,No,95,Entertainment Management,much_info,reachable,200
hakunamatatatech.com,India,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
hiring42.com,India,Professional Services,1 to 5,No,60,Recruitment,little_info,reachable,200
digitalvision.health,Iraq,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
inniches.com,Russian Federation,Professional Services,5 to 20,No,95,Venture Studios & Investment Research,much_info,reachable,200
motorbees.com,Ukraine,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
omniairlineservices.com,United Kingdom,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
salesscreen.com,Norway,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
rank.id,Indonesia,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
re-taxexperts.com,United States,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
stage.community,Portugal,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
beaubrummellintroductions.com,Australia,Professional Services,5 to 20,No,95,Matchmaking Agency,much_info,reachable,200
mjleckiecarpentry.com.au,Australia,Professional Services,1 to 5,No,95,Construction and Carpentry Services,much_info,reachable,200
cvtoolspro.com,United Kingdom,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
nordicsalesacademy.se,Sweden,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
vavlis.gr,Greece,Professional Services,1 to 5,No,50,N/A,little_info,reachable,200
82marketing.com,Romania,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
