country,domain,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
Australia,alforbes.com,Technology and Software Development,solo,No,95,N/A,little_info,reachable,200
Myanmar,twnker.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Pakistan,australiantravelcentre.com,Other,5 to 20,No,95,Travel Agency,much_info,reachable,200
India,proads.digital,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Mexico,cajememotors.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
United States,jeanssi.com,E-commerce and Retail,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Thailand,hiepth.com,Technology and Software Development,solo,No,0,N/A,unreachable,unreachable,Connection Error
Brazil,smartbid.ai,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
India,telegmail.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,520
Canada,mrotzis.com,Professional Services,solo,No,75,N/A,unreachable,unreachable,Connection Error
United States,dworschak.us,Professional Services,solo,No,40,N/A,unreachable,unreachable,Connection Error
Germany,kwalah.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United Kingdom,confettibeauty.com,E-commerce and Retail,solo,No,75,N/A,little_info,reachable,200
India,rotomails.com,Technology and Software Development,solo,No,80,N/A,unreachable,reachable,200
United States,artios.co.site,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,404
Canada,arinuse.com,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
Norway,uniindigital.com,Technology and Software Development,solo,No,50,N/A,no_info,reachable,200
Israel,utila.io,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
India,luxyss.com,Other,solo,No,50,N/A,unreachable,unreachable,Connection Error
India,babylonengineering.com,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
Bangladesh,xinkubu.com,Other,solo,No,100,Domain Parking,no_info,reachable,200
Canada,baurow.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
Madagascar,wau.co,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United States,anshamerica.com,Technology and Software Development,1 to 5,No,65,N/A,little_info,reachable,200
Bulgaria,dtx-consult.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
India,in2future.in,Education and e-learning,50 to 100,No,95,N/A,much_info,reachable,200
Philippines,epicglobalinc.com,Professional Services,5 to 20,No,75,N/A,little_info,reachable,200
India,daypey.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Nepal,testcc.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,404
United States,biscoine.com,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
India,iq4c.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
"Korea, Republic Of",hints.or.kr,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
United States,dfesc.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
United Kingdom,voyado.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
United States,hageninvestments.com,Financial Service,solo,No,60,N/A,little_info,reachable,200
United States,amzallstars.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
United Kingdom,opayq.com,Financial Service,20 to 50,No,50,N/A,unreachable,unreachable,Timeout
Belgium,somoj.com,Technology and Software Development,solo,Yes,70,N/A,little_info,reachable,200
United States,wery-well.net,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,403
United States,novarecommunitybuilders.com,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
United States,dotfleetsupport.com,Logistics and Transportation,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
United Arab Emirates,dujarealtors.com,Real Estate and Property Management,5 to 20,No,95,N/A,much_info,reachable,200
India,sfxeur.com,Technology and Software Development,50 to 100,No,50,N/A,unreachable,unreachable,Connection Error
India,brainquest.org,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Pakistan,usoplay.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
United Kingdom,ambrecruitmentgroup.co.uk,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
India,cxnlab.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Australia,flipped.energy,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United States,hdrlog.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
United Kingdom,inbox.lv,Technology and Software Development,50 to 100,Yes,75,N/A,unreachable,unreachable,403
United States,abaot.com,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
Sweden,nowfitpro.com,Education and e-learning,solo,No,60,N/A,little_info,reachable,200
Nepal,walcybank.com,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
India,inextrix.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
United States,virtualrep.dev,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
United States,ipregisteruk.com,Professional Services,1 to 5,No,95,Intellectual Property Services,much_info,reachable,200
United States,luravel.com,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
Colombia,allintravels.com,Other,1 to 5,No,95,Travel Agency,much_info,reachable,200
Nicaragua,nicafur.com,Other,1 to 5,No,95,Community and Fan Group,much_info,reachable,200
India,barrierbreak.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Indonesia,sieputra.com,Technology and Software Development,solo,No,75,N/A,little_info,reachable,200
India,simplergrowth.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
United States,uci.edu,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
United States,doitincabo.com,Professional Services,1 to 5,No,95,Travel Agency,much_info,reachable,200
United States,dahdoulinc.com,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
Germany,futebr.com,Other,1 to 5,No,40,Sports and Athletics,unreachable,unreachable,Connection Error
India,aktivus.in,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
United States,usfamily.net,Technology and Software Development,5 to 20,No,75,N/A,little_info,reachable,200
United States,dcbin.com,Technology and Software Development,50 to 100,No,70,N/A,unreachable,unreachable,Connection Error
United States,step2strategy.com,Professional Services,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
Nepal,krispcallmail.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
Canada,indigobook.com,Technology and Software Development,1 to 5,Yes,75,N/A,little_info,reachable,200
Switzerland,codelab91.com,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,500
Philippines,dunlingroup.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United States,emailabox.pro,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United States,exitbit.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United States,felibg.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
India,vritara.com,Technology and Software Development,50 to 100,No,80,N/A,unreachable,unreachable,500
Viet Nam,cipherprojects.com,Technology and Software Development,100 to 200,No,95,N/A,much_info,reachable,200
India,sis.edu.in,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
Thailand,vpadvance.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Mozambique,gridnewai.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United Arab Emirates,seven-media.co,Marketing and Advertising,1 to 5,No,50,N/A,unreachable,unreachable,Timeout
Morocco,zylofa.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
South Africa,justplainit.co.za,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Canada,acedby.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
Kenya,mbitrix.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Russian Federation,fenxz.com,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,excederm.com,Technology and Software Development,1 to 5,No,45,N/A,unreachable,unreachable,Connection Error
Lebanon,mail.aub.edu,Education and e-learning,500+,No,80,N/A,little_info,reachable,200
Switzerland,startmail.com,Technology and Software Development,5 to 20,Yes,95,N/A,much_info,reachable,200
United States,mrditdajow.com,Other,solo,No,10,N/A,unreachable,unreachable,404
United States,cloak.id,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Spain,primeauto.gi,Logistics and Transportation,5 to 20,No,95,Automotive Dealership and Services,much_info,reachable,200
France,squeedr.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United States,sabaghkermani.ir,Professional Services,solo,No,20,N/A,unreachable,unreachable,Timeout
Indonesia,leaforic.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Pakistan,caratpakistan.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
India,woopre.com,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
Poland,trashid.com,Other,1 to 5,No,70,Waste Management and Recycling,unreachable,unreachable,Connection Error
Hungary,ndras.hu,Technology and Software Development,1 to 5,No,40,N/A,little_info,reachable,200
United States,kountrygear.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
Germany,iloveyounathan.club,Technology and Software Development,solo,No,95,N/A,much_info,reachable,200
United States,maxpedia.cloud,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
United States,otubi.com,Technology and Software Development,1 to 5,No,80,N/A,unreachable,unreachable,Connection Error
India,kytstore.com,E-commerce and Retail,1 to 5,No,80,N/A,unreachable,unreachable,Connection Error
United Arab Emirates,mailnuo.com,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
United States,dunkos.xyz,Other,solo,No,95,Web Hosting Placeholder,no_info,reachable,200
United States,armyspy.com,Technology and Software Development,solo,Yes,95,N/A,much_info,reachable,200
United States,reviasrrr.com,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
Jamaica,ngisoftwares.com,Technology and Software Development,5 to 20,No,50,N/A,unreachable,unreachable,404
Viet Nam,s1-group.com,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
Germany,janfab.com,Professional Services,solo,No,0,N/A,unreachable,unreachable,Connection Error
United States,pofmagic.com,Other,500+,No,80,Dating and Personals,unreachable,unreachable,Connection Error
India,paktolus.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
United States,schuta.com,Technology and Software Development,1 to 5,No,45,N/A,unreachable,unreachable,Connection Error
Ireland,rdsbluebim.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Ghana,moonversion.com,Technology and Software Development,1 to 5,No,80,N/A,unreachable,unreachable,Connection Error
Pakistan,zecodo.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Germany,siambuy.com,E-commerce and Retail,1 to 5,No,20,N/A,unreachable,unreachable,Connection Error
Philippines,esmau.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
Poland,bcooq.com,Other,solo,No,95,Domain Parking/Placeholder,unreachable,unreachable,Connection Error
United States,truvest.de,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
South Africa,tgscare.co.uk,Healthcare,1 to 5,No,55,N/A,little_info,reachable,200
Australia,quilstudios.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Brazil,infoblue.onmicrosoft.com,Technology and Software Development,1 to 5,No,30,N/A,unreachable,unreachable,Connection Error
Azerbaijan,ehlio.com,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,Connection Error
Morocco,meraki-trade.com,E-commerce and Retail,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
Germany,ecreare.de,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
United States,eliteaccessdoors.com,Professional Services,20 to 50,No,95,Gate and Garage Door Services,much_info,reachable,200
United States,kurbieh.com,Other,solo,No,95,Domain Parking,unreachable,unreachable,Connection Error
United States,bbjprojek.org,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Australia,2sq.biz,Technology and Software Development,solo,No,45,N/A,little_info,reachable,200
United Kingdom,vomoto.com,Technology and Software Development,20 to 50,No,60,N/A,unreachable,unreachable,Connection Error
India,nexithon.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Spain,whitmore.digital,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United States,nationwidehcc.com,Real Estate and Property Management,100 to 200,No,95,Hospitality and Travel,much_info,reachable,200
United States,goldendropscbd.com,E-commerce and Retail,1 to 5,No,80,N/A,unreachable,unreachable,503
Bangladesh,exclussi.com,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
